数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192601,1750591561.1884308,2,267.15,12.15,348.48,0,0,683,683,883,0,12
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192601,1750591561.1895607,3,53.7,46.65,177.386,0,0,683,683,883,0,12
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192601,1750591561.704767,1,-176.4,-346.65,-123.904,0,0,674,674,874,0,13
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192601,1750591561.7060595,2,265.8,11.25,349.932,0,0,674,674,874,0,13
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192601,1750591561.707194,3,51.6,48.15,177.87,0,0,674,674,874,0,13
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.1882565,1,-171.45,-344.4,-115.918,0,0,665,665,865,0,14
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.1912682,2,264.0,12.0,350.9,0,0,665,665,865,0,14
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.1925392,3,51.3,47.4,178.112,0,0,665,665,865,0,14
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.7072937,1,-167.85,-345.45,-108.658,0,0,656,656,856,0,15
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.7086263,2,262.8,11.55,350.658,0,0,656,656,856,0,15
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192602,1750591562.7098014,3,49.95,48.0,179.322,0,0,656,656,856,0,15
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192603,1750591563.7400894,1,-171.0,-353.4,-107.69,0,0,647,647,847,0,16
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192603,1750591563.7414882,2,263.7,11.7,352.11,0,0,647,647,847,0,16
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192603,1750591563.7427337,3,50.1,49.5,180.048,0,0,647,647,847,0,16
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.1964157,1,-180.0,-351.45,-118.096,0,0,638,638,838,0,17
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.1976898,2,262.65,11.55,353.078,0,0,638,638,838,0,17
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.2009315,3,49.65,49.05,181.016,0,0,638,638,838,0,17
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.7003736,1,-194.55,-360.15,-107.206,0,0,629,629,829,0,18
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.7016985,2,261.75,10.95,350.9,0,0,629,629,829,0,18
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192604,1750591564.7028174,3,49.35,49.65,180.048,0,0,629,629,829,0,18
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192605,1750591565.7399733,1,-212.7,-401.4,-112.288,0,0,620,620,820,0,19
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192605,1750591565.741309,2,261.45,11.7,354.772,0,0,620,620,820,0,19
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192605,1750591565.7424688,3,48.3,49.8,182.468,0,0,620,620,820,0,19
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.1949399,1,-234.0,-421.35,-128.986,0,0,611,611,811,0,20
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.1962688,2,260.85,11.7,354.046,0,0,611,611,811,0,20
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.1974442,3,47.4,50.25,181.258,0,0,611,611,811,0,20
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.7138977,1,-259.35,-431.25,-130.438,0,0,602,602,802,0,21
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.7152214,2,260.4,11.85,355.74,0,0,602,602,802,0,21
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192606,1750591566.716427,3,47.55,50.85,181.016,0,0,602,602,802,0,21
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.18698,1,-262.2,-441.45,-143.022,0,0,593,593,793,0,22
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.1882977,2,259.2,11.55,355.74,0,0,593,593,793,0,22
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.1894863,3,45.75,49.95,183.436,0,0,593,593,793,0,22
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.683967,1,-303.6,-462.15,-138.182,0,0,584,584,784,0,23
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.685295,2,256.8,0.3,340.252,0,0,584,584,784,0,23
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192607,1750591567.6864543,3,43.05,51.3,183.92,0,0,584,584,784,0,23
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.2060356,1,-347.4,-508.95,-107.206,0,0,575,575,775,0,24
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.2090917,2,310.05,-61.35,361.064,0,0,575,575,775,0,24
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.2103536,3,42.9,50.55,184.646,0,0,575,575,775,0,24
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.7411096,1,-406.8,-586.05,-30.25,0,0,566,566,766,0,25
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.7424593,2,412.05,-106.2,422.29,0,0,566,566,766,0,25
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192608,1750591568.7435904,3,41.55,49.95,184.888,0,0,566,566,766,0,25
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.1954863,1,-418.35,-602.4,-12.826,0,0,557,557,757,0,26
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.1967351,2,417.15,-105.75,433.422,0,0,557,557,757,0,26
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.1979122,3,41.85,50.25,184.646,0,0,557,557,757,0,26
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.7444618,1,-441.6,-638.7,173.272,0,0,548,548,748,0,27
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.745807,2,525.75,-160.5,384.78,0,0,548,548,748,0,27
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192609,1750591569.7488103,3,38.85,48.45,185.13,0,0,548,548,748,0,27
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.1979973,1,-437.25,-635.1,192.874,0,0,539,539,739,0,28
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.199311,2,538.2,-165.0,391.798,0,0,539,539,739,0,28
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.200423,3,39.6,47.55,185.13,0,0,539,539,739,0,28
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.6809697,1,-417.45,-599.55,273.944,0,0,530,530,730,0,29
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.6822526,2,590.25,-208.05,323.796,0,0,530,530,730,0,29
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192610,1750591570.683425,3,34.2,46.2,185.614,0,0,530,530,730,0,29
数据标签,时间戳,时间点,传感器ID,X轴值,Y轴值,Z轴值,手指1角度,手指2角度,手指3角度,手指4角度,手指5角度,手指6角度,迭代次数
矩形软_循环1,20250622_192554,1750591554.2634828,1,-184.2,-351.6,-130.922,0,0,800,800,1000,0,0
矩形软_循环1,20250622_192554,1750591554.2634828,2,272.4,12.45,340.978,0,0,800,800,1000,0,0
矩形软_循环1,20250622_192554,1750591554.2634828,3,60.3,42.3,170.852,0,0,800,800,1000,0,0
矩形软_循环1,20250622_192611,1750591571.0747092,1,-185.25,-352.8,-130.922,0,0,791,791,991,0,1
矩形软_循环1,20250622_192611,1750591571.0747092,2,273.15,13.2,339.768,0,0,791,791,991,0,1
矩形软_循环1,20250622_192611,1750591571.0747092,3,59.85,43.5,171.578,0,0,791,791,991,0,1
矩形软_循环1,20250622_192611,1750591571.0747254,1,-183.45,-350.55,-129.47,0,0,782,782,982,0,2
矩形软_循环1,20250622_192611,1750591571.0747254,2,271.65,12.6,342.188,0,0,782,782,982,0,2
矩形软_循环1,20250622_192611,1750591571.0747254,3,59.55,43.5,172.062,0,0,782,782,982,0,2
矩形软_循环1,20250622_192611,1750591571.0747402,1,-182.85,-350.7,-130.438,0,0,773,773,973,0,3
矩形软_循环1,20250622_192611,1750591571.0747402,2,271.05,12.6,342.672,0,0,773,773,973,0,3
矩形软_循环1,20250622_192611,1750591571.0747402,3,59.1,43.35,173.03,0,0,773,773,973,0,3
矩形软_循环1,20250622_192611,1750591571.0747545,1,-183.15,-350.25,-130.68,0,0,764,764,964,0,4
矩形软_循环1,20250622_192611,1750591571.0747545,2,274.5,13.2,339.768,0,0,764,764,964,0,4
矩形软_循环1,20250622_192611,1750591571.0747545,3,57.9,43.8,174.724,0,0,764,764,964,0,4
矩形软_循环1,20250622_192611,1750591571.0747683,1,-181.35,-350.1,-129.954,0,0,755,755,955,0,5
矩形软_循环1,20250622_192611,1750591571.0747683,2,270.0,11.85,344.124,0,0,755,755,955,0,5
矩形软_循环1,20250622_192611,1750591571.0747683,3,57.75,44.4,174.482,0,0,755,755,955,0,5
矩形软_循环1,20250622_192611,1750591571.0747821,1,-181.35,-350.7,-130.922,0,0,746,746,946,0,6
矩形软_循环1,20250622_192611,1750591571.0747821,2,266.25,12.6,352.11,0,0,746,746,946,0,6
矩形软_循环1,20250622_192611,1750591571.0747821,3,56.1,44.55,173.272,0,0,746,746,946,0,6
矩形软_循环1,20250622_192611,1750591571.0747964,1,-182.85,-350.55,-131.164,0,0,737,737,937,0,7
矩形软_循环1,20250622_192611,1750591571.0747964,2,269.4,12.6,344.608,0,0,737,737,937,0,7
矩形软_循环1,20250622_192611,1750591571.0747964,3,56.4,45.3,175.45,0,0,737,737,937,0,7
矩形软_循环1,20250622_192611,1750591571.0748103,1,-182.25,-349.35,-129.712,0,0,728,728,928,0,8
矩形软_循环1,20250622_192611,1750591571.0748103,2,266.1,12.0,354.288,0,0,728,728,928,0,8
矩形软_循环1,20250622_192611,1750591571.0748103,3,56.4,46.05,176.176,0,0,728,728,928,0,8
矩形软_循环1,20250622_192611,1750591571.074824,1,-180.3,-349.2,-130.68,0,0,719,719,919,0,9
矩形软_循环1,20250622_192611,1750591571.074824,2,268.35,11.85,347.028,0,0,719,719,919,0,9
矩形软_循环1,20250622_192611,1750591571.074824,3,55.05,45.75,176.418,0,0,719,719,919,0,9
矩形软_循环1,20250622_192611,1750591571.0748382,1,-179.4,-346.95,-130.196,0,0,710,710,910,0,10
矩形软_循环1,20250622_192611,1750591571.0748382,2,267.45,12.0,348.238,0,0,710,710,910,0,10
矩形软_循环1,20250622_192611,1750591571.0748382,3,53.85,46.65,176.66,0,0,710,710,910,0,10
矩形软_循环1,20250622_192611,1750591571.0748527,1,-178.2,-347.4,-129.954,0,0,701,701,901,0,11
矩形软_循环1,20250622_192611,1750591571.0748527,2,266.7,11.7,348.48,0,0,701,701,901,0,11
矩形软_循环1,20250622_192611,1750591571.0748527,3,53.85,46.2,177.386,0,0,701,701,901,0,11
矩形软_循环1,20250622_192611,1750591571.074872,1,-179.1,-348.0,-129.228,0,0,692,692,892,0,12
矩形软_循环1,20250622_192611,1750591571.074872,2,267.15,12.15,348.48,0,0,692,692,892,0,12
矩形软_循环1,20250622_192611,1750591571.074872,3,53.7,46.65,177.386,0,0,692,692,892,0,12
矩形软_循环1,20250622_192611,1750591571.0748863,1,-176.4,-346.65,-123.904,0,0,683,683,883,0,13
矩形软_循环1,20250622_192611,1750591571.0748863,2,265.8,11.25,349.932,0,0,683,683,883,0,13
矩形软_循环1,20250622_192611,1750591571.0748863,3,51.6,48.15,177.87,0,0,683,683,883,0,13
矩形软_循环1,20250622_192611,1750591571.0749002,1,-171.45,-344.4,-115.918,0,0,674,674,874,0,14
